author_id;username;id;created_at(utc);lang;tweet;tweetcount;followers;following;url
347686280;DinoMavromatis;1505573797956657155;20/03/2022 15:55:40;el;Σασμός: Ο Μανώλης αποφασισμένος να καταδώσει τον Μαθιό για το φονικό! https://t.co/65vR5qWVkx;47407;308;1327;https://twitter.com/twitter/status/1505573797956657155
3347335019;kostaspampalis;1505573586358218760;20/03/2022 15:54:49;el;RT @paganiotis: που βρέθηκαν 4,5 χιλιάδες στο τουίτερ, εγώ νόμιζα εδώ μέσα ήμασταν δέκα άτομα όλοι κι όλοι σαν το ντόλτσε βίτα σε γιορτές,…;516405;3541;3096;https://twitter.com/twitter/status/1505573586358218760
172310201;tromaktiko_blog;1505572732171345928;20/03/2022 15:51:26;el;Φτάνει σε λίγη ώρα στην Ελλάδα ο πρόξενος της Μαριούπολης Μανώλης Ανδρουλάκης  https://t.co/Ak3BBoM8GN;517356;15761;2625;https://twitter.com/twitter/status/1505572732171345928
502143179;theodorekollias;1505549503943917570;20/03/2022 14:19:08;el;RT @GKoumoutsakos: Μανώλης Ανδρουλάκης. Πρόξενος της 🇬🇷στη Μαριούπολη.  Ένας νέος Έλληνας διπλωμάτης που, όπως και ο Γεν. Πρόξενος Δ. Δόχτσ…;154948;3696;4994;https://twitter.com/twitter/status/1505549503943917570
2940101518;Lawandordergr;1505549230861127681;20/03/2022 14:18:03;el;Έφτασε στο αεροδρόμιο του Βουκουρεστίου ο Πρόξενος από τη Μαριούπολη, Μανώλης Ανδρουλάκης (βίντεο) https://t.co/NvuYUGviCQ;116633;4029;3482;https://twitter.com/twitter/status/1505549230861127681
1488086840817197056;michaliskars;1505545932225585162;20/03/2022 14:04:56;el;@TSxoreston Η γη της ελιάς. Μανωλης;101;55;169;https://twitter.com/twitter/status/1505545932225585162
2677180819;velocity2121;1505543588083646472;20/03/2022 13:55:37;el;RT @YPsar: Ο 22χρονος Μανώλης Χατζηδάκης του @KolossosHHotels που έχει κάνει ρεκόρ σεζόν από το 10λεπτο με 10 πόντους εναντίον του @paobcgr…;983143;2841;4988;https://twitter.com/twitter/status/1505543588083646472
321097250;aegeanews;1505540892609978368;20/03/2022 13:44:55;el;Επικοινωνία Κ. Μητσοτάκη με τον Γενικό Πρόξενο στη Μαριούπολη – Επιστρέφει σήμερα στην Ελλάδα ο Μανώλης Ανδρουλάκης  https://t.co/AViC31mR7L via @aegeanews;138096;1484;1282;https://twitter.com/twitter/status/1505540892609978368
792371983308754944;biancoverderodi;1505538242485043202;20/03/2022 13:34:23;el;RT @YPsar: Ο 22χρονος Μανώλης Χατζηδάκης του @KolossosHHotels που έχει κάνει ρεκόρ σεζόν από το 10λεπτο με 10 πόντους εναντίον του @paobcgr…;3584;268;457;https://twitter.com/twitter/status/1505538242485043202
3001863563;alex_lagk;1505536969790607364;20/03/2022 13:29:19;el;RT @YPsar: Ο 22χρονος Μανώλης Χατζηδάκης του @KolossosHHotels που έχει κάνει ρεκόρ σεζόν από το 10λεπτο με 10 πόντους εναντίον του @paobcgr…;13634;726;1823;https://twitter.com/twitter/status/1505536969790607364
364202341;YPsar;1505536316695531520;20/03/2022 13:26:44;el;Ο 22χρονος Μανώλης Χατζηδάκης του @KolossosHHotels που έχει κάνει ρεκόρ σεζόν από το 10λεπτο με 10 πόντους εναντίον του @paobcgr είναι γιος του Γιώργου Χατζηδάκη, του επονομαζόμενου και  Λέριου  (λόγω καταγωγής από το νησί της Δωδεκανήσου) που είχε παίξει στον Πειραϊκό στα  90ς;13475;6364;1429;https://twitter.com/twitter/status/1505536316695531520
1313805863849807873;EGiasemia;1505523882421370881;20/03/2022 12:37:19;el;RT @paganiotis: που βρέθηκαν 4,5 χιλιάδες στο τουίτερ, εγώ νόμιζα εδώ μέσα ήμασταν δέκα άτομα όλοι κι όλοι σαν το ντόλτσε βίτα σε γιορτές,…;9461;1232;1260;https://twitter.com/twitter/status/1505523882421370881
336536343;Aggeliki_213;1505523826771337226;20/03/2022 12:37:06;el;RT @paganiotis: που βρέθηκαν 4,5 χιλιάδες στο τουίτερ, εγώ νόμιζα εδώ μέσα ήμασταν δέκα άτομα όλοι κι όλοι σαν το ντόλτσε βίτα σε γιορτές,…;12856;1389;748;https://twitter.com/twitter/status/1505523826771337226
1389986771879055363;FauxAda;1505523231041761286;20/03/2022 12:34:44;el;RT @paganiotis: που βρέθηκαν 4,5 χιλιάδες στο τουίτερ, εγώ νόμιζα εδώ μέσα ήμασταν δέκα άτομα όλοι κι όλοι σαν το ντόλτσε βίτα σε γιορτές,…;131760;1971;2077;https://twitter.com/twitter/status/1505523231041761286
381976833;etyposgr;1505518354475503616;20/03/2022 12:15:21;el;Μανώλης Ανδρουλάκης: Ηρωϊκή έξοδος - https://t.co/MrHHLxfx0s;209231;28009;421;https://twitter.com/twitter/status/1505518354475503616
619848500;fANNAtic_vale;1505517255660089347;20/03/2022 12:10:59;el;RT @paganiotis: που βρέθηκαν 4,5 χιλιάδες στο τουίτερ, εγώ νόμιζα εδώ μέσα ήμασταν δέκα άτομα όλοι κι όλοι σαν το ντόλτσε βίτα σε γιορτές,…;44285;2993;2570;https://twitter.com/twitter/status/1505517255660089347
